critic,fresh,imdb,publication,quote,review_date,rtid,title
Jonathan Foreman,rotten,195945,New York Post,The real problem with Next Friday is that the whole movie is so ineptly written and directed that its 90 minutes seem to take twice as long.,2000-01-01,2846,Next Friday
Steve Murray,rotten,195945,Atlanta Journal-Constitution,"The flick could use Chris Tucker, co-star of the first Friday, AWOL in the sequel. He probably took a look at the script and realized this sequel was no reason to shout, 'T.G.I.F.'",2000-01-01,2846,Next Friday
Jeff Millar,fresh,195945,Houston Chronicle,Its humor batting average would earn anybody an MVP.,2000-01-01,2846,Next Friday
Mick LaSalle,fresh,195945,San Francisco Chronicle,"Next Friday is an extremely funny movie, and this is coming from someone who barely cracked a smile during Friday, the first installment of this franchise.",2000-01-01,2846,Next Friday
Phoebe Flowers,fresh,195945,Miami Herald,Ice Cube manages a certain bumbling charm that keeps the film churning along quite winningly for 90 minutes.,2000-01-01,2846,Next Friday
Lawrence Van Gelder,rotten,195945,New York Times,Notable chiefly for feeding a stereotype of blacks as shiftless layabouts interested mainly in recreational drugs and irresponsible sex.,2000-01-01,2846,Next Friday
Glenn Lovell,rotten,196857,San Jose Mercury News,The least engrossing (non-)grudge match in memory.,2000-01-01,2848,Play It to the Bone
Michael Wilmington,rotten,196857,Chicago Tribune,Lacks the pizazz of Shelton's best stuff.,2000-01-01,2848,Play It to the Bone
Steven Rosen,rotten,196857,Denver Post,Remember Raging Bull? This is just bull.,2000-01-01,2848,Play It to the Bone
Jay Boyar,fresh,196857,Orlando Sentinel,"Play It to the Bone is wildly uneven, but the good parts outweigh the bad.",2000-01-01,2848,Play It to the Bone
Lou Lumenick,rotten,196857,New York Post,Bone tired.,2000-01-01,2848,Play It to the Bone
Robert Koehler,rotten,196857,Variety,The hope that Shelton would bring fresh insight to the sweet science is unfulfilled on nearly every level.,2000-01-01,2848,Play It to the Bone
Michael O'Sullivan,rotten,196857,Washington Post,"What is this, you may ask yourself, a beer commercial?",2000-01-01,2848,Play It to the Bone
Lawrence Terenzi,rotten,196857,Mr. Showbiz,As empty as a Don King pay-per-view bout.,2000-01-01,2848,Play It to the Bone
Dennis Lim,rotten,196857,Village Voice,Dull-witted.,2000-01-01,2848,Play It to the Bone
Jay Carr,rotten,196857,Boston Globe,Play It to the Bone isn't going to be a contender.,2000-01-01,2848,Play It to the Bone
Bob Thomas,rotten,196857,Associated Press,Play It to the Bone consists largely of a seemingly endless drive from Los Angeles to Las Vegas.,2000-01-01,2848,Play It to the Bone
Steven Rea,rotten,196857,Philadelphia Inquirer,This is no Raging Bull.,2000-01-01,2848,Play It to the Bone
Chris Vognar,rotten,196857,Dallas Morning News,Its resemblance to Mr. Shelton's other work makes us feel as if we've already seen the film's trailer 20 times.,2000-01-01,2848,Play It to the Bone
Jeff Millar,rotten,196857,Houston Chronicle,"OK for laughs but less OK for emotional investment with the characters, who feel more like comic constructs than the real-feeling guys.",2000-01-01,2848,Play It to the Bone
Roger Ebert,rotten,196857,Chicago Sun-Times,"Why, in a silly comedy, did Shelton think he had to outdo Raging Bull in brutality?",2000-01-01,2848,Play It to the Bone
Mick LaSalle,fresh,196857,San Francisco Chronicle,This boxing movie is one of [Alan's] best.,2000-01-01,2848,Play It to the Bone
James Berardinelli,rotten,196857,ReelViews,A mediocre sports movie crossed with a bad road picture.,2000-01-01,2848,Play It to the Bone
Todd McCarthy,fresh,120866,Variety,A conditional victory.,2008-06-17,2849,Titus
Andrew Sarris,fresh,120866,Observer,"A consistently absorbing entertainment that never becomes either campy or facetious, given its inescapable exaggerations.",2007-04-27,2849,Titus
Geoff Andrew,fresh,120866,Time Out,A striking addition to the Shakespeare filmography.,2006-02-09,2849,Titus
,fresh,120866,Houston Chronicle,"Hopkins unwisely echoes his performance as Hannibal Lecter, but Lange rises to the occasion with a mesmerizingly in-your-face portrait of mother love gone haywire.",2005-07-21,2849,Titus
Liam Lacey,fresh,120866,Globe and Mail,"Along with everything else, the acting styles here clash, though the dissonance serves the drama's bellicose theme.",2003-04-25,2849,Titus
Peter Travers,fresh,120866,Rolling Stone,"Jessica Lange as Tamora, the captured Goth queen, seethes with sexuality and vengeance.",2001-05-11,2849,Titus
Jonathan Foreman,fresh,120866,New York Post,"Makes a brilliant case that it is the Shakespeare play for our time, a work of art that speaks directly to the age of Rwanda and Bosnia.",2000-01-01,2849,Titus
Anwar Brett,fresh,120866,BBC.com,Anyone criticizing the gruesome bloodlust of modern Hollywood might do well to ponder the body count in this play...,2000-01-01,2849,Titus
John Anderson,rotten,120866,Newsday,A lugubrious and occasionally laughable two hours and 40 minutes.,2000-01-01,2849,Titus
Steve Murray,rotten,120866,Atlanta Journal-Constitution,"It's all plot twists and shock tactics, without the poetry and resonance of Shakespeare's later work.",2000-01-01,2849,Titus
Ernest Hardy,rotten,120866,Film.com,The movie is often a lot of loopy fun -- it's just not very good.,2000-01-01,2849,Titus
Jay Carr,rotten,120866,Boston Globe,A brilliant production of a mediocre play.,2000-01-01,2849,Titus
Peter Rainer,fresh,120866,New York Magazine/Vulture,"The film is striking and original and, in its clash of the brutal and the delicately poetic, supremely offputting.",2000-01-01,2849,Titus
Michael Atkinson,rotten,120866,Mr. Showbiz,Titus does no justice to Shakespeare.,2000-01-01,2849,Titus
Roger Ebert,fresh,120866,Chicago Sun-Times,"This is the film Shakespeare's play deserves, and perhaps even a little more.",2000-01-01,2849,Titus
Stephen Holden,fresh,120866,New York Times,A strong case for Titus Andronicus to be taken much more seriously than it has been.,2000-01-01,2849,Titus
Charles Taylor,rotten,120866,Salon.com,Looks like a jumble sale featuring the work of other directors and artists.,2000-01-01,2849,Titus
Kevin Thomas,rotten,120866,Los Angeles Times,"It functions like a giant meat grinder, making hash of everything it depicts.",2000-01-01,2849,Titus
James Berardinelli,fresh,120866,ReelViews,"Despite its nearly three-hour running time, there are few dead spots.",2000-01-01,2849,Titus
Roger Ebert,fresh,192335,Chicago Sun-Times,"Like all of Morris' films, ""Mr. Death"" provides us with no comfortable place to stand.",2019-01-04,2850,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr."
Todd McCarthy,fresh,192335,Variety,"Ultimately, Leuchter comes across not as a fundamentally bad man, just a hopelessly deluded one, a technician overly impressed with his own expertise and infallibility, a small figure blindly sucked into the vortex of consummate evil...",2010-07-06,2850,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr."
Stephen Holden,fresh,192335,New York Times,"Think of ""Mr. Death"" as the best comedy-horror documentary about the Holocaust ever made.",2000-01-01,2850,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr."
Roger Ebert,fresh,174268,Chicago Sun-Times,"Here is a rarity, a film about religion that is neither pious nor sensational, simply curious.",2000-01-01,2851,The Third Miracle
Duane Byrge,rotten,86250,Hollywood Reporter,"Other than an unflinching, intense and extraordinary performance from Al Pacino as the Cuban-born gangster Tony Montana, this gruesome offering has little to recommend.",2018-12-03,2852,Scarface
Kathleen Carroll,rotten,86250,New York Daily News,"Stone sticks all too closely to the dated plot structure of the original movie, and such melodramatic flourishes as Montana's incestuous attraction for his sister now seem completely ludicrous.",2015-12-09,2852,Scarface
Richard Corliss,fresh,86250,TIME Magazine,"It is a serious, often hilarious peek under the rock where nightmares strut in $800 suits and Armageddon lies around the next twist of treason.",2014-07-30,2852,Scarface
Variety Staff,fresh,86250,Variety,"Performances are all extremely effective, with Pacino leading the way.",2012-02-23,2852,Scarface
Peter Bradshaw,fresh,86250,Guardian,Still a must-see for Pacino's potent and influential performance.,2009-08-24,2852,Scarface
Toby Young,fresh,86250,Times (UK),"Scarface has become a touchstone of pop culture, one of the half dozen or so most frequently referenced films of our era.",2009-08-24,2852,Scarface
Peter Whittle,fresh,86250,Times (UK),"This almost Jacobean tale of drug gangsters in 1980s Miami is rather too long for the points it makes, but is nevertheless riveting and still, after 26 years, remarkably fresh.",2009-08-24,2852,Scarface
Derek Malcolm,fresh,86250,London Evening Standard,To call the whole thing visceral is a palpable understatement.,2009-08-21,2852,Scarface
James Berardinelli,rotten,86250,ReelViews,"Viewed today, while Scarface seems less shocking than it did during its initial theatrical run, it's no more substantive or interesting.",2009-04-30,2852,Scarface
Gary Arnold,rotten,86250,Washington Post,"As stylized social realism gives way to wigged-out Faustian fantasy, the would-be devastating effects have an oddly slapstick effect.",2007-02-21,2852,Scarface
Tom Huddleston,fresh,86250,Time Out,"An unashamed study of selfish, sadistic criminality, and all the better for it.",2006-02-09,2852,Scarface
Roger Ebert,fresh,86250,Chicago Sun-Times,"What were Pacino's detractors hoping for? Something internal and realistic? Low key? The Tony Montana character is above all a performance artist, a man who exists in order to gloriously be himself.",2004-01-15,2852,Scarface
Richard Roeper,fresh,86250,Ebert & Roeper,I like it as a kind of B-movie version of The Godfather. There are a lot of classic lines and a handful of memorably horrific scenes ...,2003-09-29,2852,Scarface
Vincent Canby,fresh,86250,New York Times,"The dominant mood of the film is anything but funny. It is bleak and futile: What goes up must always come down. When it comes down in Scarface, the crash is as terrifying as it is vivid and arresting.",2003-05-20,2852,Scarface
Nick Hilditch,fresh,86250,BBC.com,This is very much a film of the 80s in its portrayal not of moral decline (there is little declining left to do) but of unstoppable ego-centrism. With guns.,2001-04-17,2852,Scarface
Michael Wilmington,rotten,120834,Chicago Tribune,I found much of it as dispiriting as a museum tour conducted in soporific tones by an overexposed TV pundit.,2000-01-01,2853,Snow Falling on Cedars
Lawrence Terenzi,rotten,120834,Mr. Showbiz,"Hicks determinedly neglects almost every other narrative element for the sake of atmosphere, a decision that robs the film of almost everything that made Guterson's story compelling.",2000-01-01,2853,Snow Falling on Cedars
David Ansen,rotten,120834,Newsweek,"If ever there was an example of a director's getting in the way of a story, this is it.",2000-01-01,2853,Snow Falling on Cedars
Robert Horton,rotten,120834,Film.com,"Snow Falling is not a crowd-pleasing, or even audience-oriented, movie; it's a two-hour-plus mood piece.",2000-01-01,2853,Snow Falling on Cedars
Dennis Lim,rotten,120834,Village Voice,"Scott Hicks's loud, bustling direction ensures there's no shortage of activity in his adaptation of Snow Falling on Cedars, but the inertia at the core of the movie is unmistakable.",2000-01-01,2853,Snow Falling on Cedars
Desson Thomson,rotten,120834,Washington Post,Casting Hawke as Ishmael Chambers in a mediocre movie version of Snow Falling on Cedars is pretty much the kiss of death.,2000-01-01,2853,Snow Falling on Cedars
Bob Thomas,rotten,120834,Associated Press,A disappointment.,2000-01-01,2853,Snow Falling on Cedars
Glenn Lovell,rotten,120834,San Jose Mercury News,Snow fails as both mystery and star-crossed romance.,2000-01-01,2853,Snow Falling on Cedars
Stephen Holden,rotten,120834,New York Times,Dramatically inert.,2000-01-01,2853,Snow Falling on Cedars
Sean P. Means,rotten,120834,Film.com,"For all his artistic overkill, Hicks fails at the thing that made Shine a winner: he fails to make us care.",2000-01-01,2853,Snow Falling on Cedars
Jay Carr,fresh,120834,Boston Globe,It's second to none in its ability to specify a world and immerse us in it.,2000-01-01,2853,Snow Falling on Cedars
Chris Vognar,fresh,120834,Dallas Morning News,"Snow Falling on Cedars is very rarely dull, very often poetic.",2000-01-01,2853,Snow Falling on Cedars
Jami Bernard,fresh,120834,New York Daily News,Prettily photographed yet morbidly gloomy.,2000-01-01,2853,Snow Falling on Cedars
Susan Stark,fresh,120834,Detroit News,Snow Falling on Cedars makes its most powerful impression in totally silent stretches.,2000-01-01,2853,Snow Falling on Cedars
Paul Clinton (CNN.com),fresh,120834,CNN.com,A visual and emotional feast.,2000-01-01,2853,Snow Falling on Cedars
Jeff Millar,rotten,120834,Houston Chronicle,"The actors are valiant, but not bulletproof against the screenplay's almost obsessive romanticism.",2000-01-01,2853,Snow Falling on Cedars
